module,controller,method,path,auth_guard,dto_in,dto_out,statuses,file,line
admin,AdminCMSController,POST,/admin/onboarding-slides,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Body: any,{ success: boolean; message: string; data: any; },201,src\modules\admin\admin-cms.controller.ts,24
admin,AdminCMSController,PUT,/admin/onboarding-slides/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)","@Param: string, @Body: any",{ success: boolean; message: string; data: any; },200,src\modules\admin\admin-cms.controller.ts,37
admin,AdminCMSController,DELETE,/admin/onboarding-slides/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },200,src\modules\admin\admin-cms.controller.ts,51
admin,AdminCMSController,PUT,/admin/pages/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)","@Param: string, @Body: any",{ success: boolean; message: string; data: any; },200,src\modules\admin\admin-cms.controller.ts,63
admin,AdminCMSController,DELETE,/admin/pages/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },200,src\modules\admin\admin-cms.controller.ts,77
admin,AdminCMSController,POST,/admin/strings,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Body: any,{ success: boolean; message: string; data: any; },201,src\modules\admin\admin-cms.controller.ts,89
admin,AdminCMSController,PUT,/admin/strings/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)","@Param: string, @Body: any",{ success: boolean; message: string; data: any; },200,src\modules\admin\admin-cms.controller.ts,102
admin,AdminCMSController,DELETE,/admin/strings/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },200,src\modules\admin\admin-cms.controller.ts,116
admin,AdminCMSController,POST,/admin/home-layouts,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Body: any,{ success: boolean; message: string; data: any; },201,src\modules\admin\admin-cms.controller.ts,128
admin,AdminCMSController,PUT,/admin/home-layouts/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)","@Param: string, @Body: any",{ success: boolean; message: string; data: any; },200,src\modules\admin\admin-cms.controller.ts,141
admin,AdminCMSController,DELETE,/admin/home-layouts/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },200,src\modules\admin\admin-cms.controller.ts,155
admin,AdminCMSController,DELETE,/admin/wallet/coupons/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin-cms.controller.ts,167
admin,AdminCMSController,DELETE,/admin/wallet/subscriptions/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin-cms.controller.ts,175
admin,AdminCMSController,POST,/admin/reports/generate,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Body: any,{ success: boolean; message: string; },,src\modules\admin\admin-cms.controller.ts,183
admin,AdminCMSController,POST,/admin/reports/export/:id/:format,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)","@Param: string, @Param: string",{ success: boolean; message: string; },,src\modules\admin\admin-cms.controller.ts,190
admin,AdminCMSController,GET,/admin/reports/realtime,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",,{ success: boolean; data: {}; },,src\modules\admin\admin-cms.controller.ts,199
admin,AdminCMSController,GET,/admin/wallet/settlements/export,"[Class] @ApiBearerAuth, @Auth(AuthType.JWT)",,{ success: boolean; message: string; },,src\modules\admin\admin-cms.controller.ts,206
admin,AdminController,GET,/admin/dashboard,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/dashboard.dto"").DashboardStatsDto",,src\modules\admin\admin.controller.ts,34
admin,AdminController,GET,/admin/stats/today,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/dashboard.dto"").TodayStatsDto",,src\modules\admin\admin.controller.ts,40
admin,AdminController,GET,/admin/stats/financial,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/admin.service"").FinancialStats",,src\modules\admin\admin.controller.ts,46
admin,AdminController,GET,/admin/dashboard/orders-by-status,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: string","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/dashboard.dto"").OrdersByStatusDto[]",,src\modules\admin\admin.controller.ts,52
admin,AdminController,GET,/admin/dashboard/revenue,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: 'daily' | 'weekly' | 'monthly', @Query: string, @Query: string","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/dashboard.dto"").RevenueAnalyticsDto[]",,src\modules\admin\admin.controller.ts,61
admin,AdminController,GET,/admin/dashboard/live-metrics,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/dashboard.dto"").LiveMetricsDto",,src\modules\admin\admin.controller.ts,75
admin,AdminController,GET,/admin/drivers,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: boolean, @Query: number, @Query: number","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/drivers.dto"").GetAllDriversResponseDto",,src\modules\admin\admin.controller.ts,83
admin,AdminController,GET,/admin/drivers/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/drivers.dto"").DriverDetailsDto",,src\modules\admin\admin.controller.ts,99
admin,AdminController,GET,/admin/drivers/:id/performance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Query: string, @Query: string",,,src\modules\admin\admin.controller.ts,105
admin,AdminController,DELETE,/admin/drivers/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },"200, 404, 401",src\modules\admin\admin.controller.ts,118
admin,AdminController,GET,/admin/drivers/:id/financials,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/drivers.dto"").DriverFinancialsDto",,src\modules\admin\admin.controller.ts,128
admin,AdminController,POST,/admin/drivers/:id/ban,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,134
admin,AdminController,POST,/admin/drivers/:id/unban,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,148
admin,AdminController,PATCH,/admin/drivers/:id/adjust-balance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { amount: number; reason: string; type: 'credit' | 'debit' }","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/drivers.dto"").AdjustDriverBalanceResponseDto",,src\modules\admin\admin.controller.ts,157
admin,AdminController,GET,/admin/withdrawals,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: string, @Query: number, @Query: number","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/withdrawals.dto"").GetWithdrawalsResponseDto",,src\modules\admin\admin.controller.ts,175
admin,AdminController,GET,/admin/withdrawals/pending,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/withdrawals.dto"").GetPendingWithdrawalsResponseDto",,src\modules\admin\admin.controller.ts,191
admin,AdminController,PATCH,/admin/withdrawals/:id/approve,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { transactionRef?: string; notes?: string }",,,src\modules\admin\admin.controller.ts,197
admin,AdminController,PATCH,/admin/withdrawals/:id/reject,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",,,src\modules\admin\admin.controller.ts,212
admin,AdminController,GET,/admin/vendors/pending,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/vendor/entities/vendor.entity"").Vendor, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/vendor/entities/vendor.entity"").Vendor & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\admin\admin.controller.ts,230
admin,AdminController,POST,/admin/vendors/:id/approve,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,236
admin,AdminController,POST,/admin/vendors/:id/reject,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,245
admin,AdminController,POST,/admin/vendors/:id/suspend,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,255
admin,AdminController,GET,/admin/users,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: boolean, @Query: number, @Query: number","{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user.entity"").User, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user.entity"").User & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; page: number; limit: number; totalPages: number; }",,src\modules\admin\admin.controller.ts,267
admin,AdminController,GET,/admin/users/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"{ user: import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user.entity"").User, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user.entity"").User & Required<{ _id: unknown; }> & { __v: number; }; orderStats: { totalOrders: number; totalSpent: number; completedOrders: number; }; }",,src\modules\admin\admin.controller.ts,283
admin,AdminController,POST,/admin/users/:id/ban,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,289
admin,AdminController,POST,/admin/users/:id/unban,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,303
admin,AdminController,GET,/admin/reports/daily,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Query: string,{ date: Date; orders: number; revenue: number; newUsers: number; },,src\modules\admin\admin.controller.ts,314
admin,AdminController,POST,/admin/reports/export/:type/:format,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Param: string, @Body: any",{ success: boolean; message: string; type: string; format: string; },200,src\modules\admin\admin.controller.ts,320
admin,AdminController,GET,/admin/drivers/:id/attendance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Query: number, @Query: number","{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/attendance.entity"").Attendance, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/attendance.entity"").Attendance & Required<{ _id: unknown; }> & { __v: number; })[]; summary: { present: number; absent: number; late: number; totalDays: number; }; }",,src\modules\admin\admin.controller.ts,353
admin,AdminController,GET,/admin/drivers/attendance/summary,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Query: string,"{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/attendance.entity"").Attendance, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/attendance.entity"").Attendance & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; summary: any[]; }",,src\modules\admin\admin.controller.ts,363
admin,AdminController,POST,/admin/drivers/:id/attendance/adjust,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: {
      date: string;
      checkIn?: string;
      checkOut?: string;
      reason: string;
    }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,369
admin,AdminController,DELETE,/admin/drivers/shifts/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,,"200, 404, 401",src\modules\admin\admin.controller.ts,392
admin,AdminController,DELETE,/admin/drivers/assets/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },"200, 404, 401",src\modules\admin\admin.controller.ts,404
admin,AdminController,GET,/admin/drivers/leave-requests,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: number, @Query: number","{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/leave-request.entity"").LeaveRequest, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/er/entities/leave-request.entity"").LeaveRequest & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; page: number; limit: number; totalPages: number; }",,src\modules\admin\admin.controller.ts,416
admin,AdminController,PATCH,/admin/drivers/leave-requests/:id/approve,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,426
admin,AdminController,PATCH,/admin/drivers/leave-requests/:id/reject,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,435
admin,AdminController,DELETE,/admin/drivers/leave-requests/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },"200, 404, 401",src\modules\admin\admin.controller.ts,449
admin,AdminController,GET,/admin/drivers/:id/leave-balance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ annual: number; sick: number; emergency: number; used: number; remaining: number; },,src\modules\admin\admin.controller.ts,459
admin,AdminController,PATCH,/admin/drivers/:id/leave-balance/adjust,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { days: number; type: 'add' | 'deduct' }",{ success: boolean; message: string; newBalance: number; },,src\modules\admin\admin.controller.ts,465
admin,AdminController,GET,/admin/quality/metrics,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: string",{ orderRating: number; driverRating: number; },,src\modules\admin\admin.controller.ts,477
admin,AdminController,GET,/admin/settings,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/app-settings.entity"").AppSettings, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/app-settings.entity"").AppSettings & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\admin\admin.controller.ts,491
admin,AdminController,PATCH,/admin/settings,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Body: any,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/app-settings.entity"").AppSettings",,src\modules\admin\admin.controller.ts,497
admin,AdminController,GET,/admin/settings/feature-flags,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",,"{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/feature-flag.entity"").FeatureFlag, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/feature-flag.entity"").FeatureFlag & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\admin\admin.controller.ts,514
admin,AdminController,PATCH,/admin/settings/feature-flags/:flag,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { enabled: boolean }","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/feature-flag.entity"").FeatureFlag",,src\modules\admin\admin.controller.ts,520
admin,AdminController,POST,/admin/backup/create,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Body: { collections?: string[]; description?: string },{ success: boolean; message: string; backupId: string; collections: string[]; description: string; adminId: string; },,src\modules\admin\admin.controller.ts,532
admin,AdminController,GET,/admin/backup/list,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: number, @Query: number","{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/backup-record.entity"").BackupRecord, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/entities/backup-record.entity"").BackupRecord & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; page: number; limit: number; totalPages: number; }",,src\modules\admin\admin.controller.ts,554
admin,AdminController,POST,/admin/backup/:id/restore,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,563
admin,AdminController,GET,/admin/backup/:id/download,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ url: string; size: number; expiresAt: Date; },,src\modules\admin\admin.controller.ts,572
admin,AdminController,GET,/admin/data-deletion/requests,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Query: string,"{ data: (import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/legal/entities/data-deletion-request.entity"").DataDeletionRequest, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/legal/entities/data-deletion-request.entity"").DataDeletionRequest & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\admin\admin.controller.ts,580
admin,AdminController,PATCH,/admin/data-deletion/:id/approve,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; scheduledDate: Date; },,src\modules\admin\admin.controller.ts,586
admin,AdminController,PATCH,/admin/data-deletion/:id/reject,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { reason: string }",{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,595
admin,AdminController,GET,/admin/security/password-attempts,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Query: number,{ data: any[]; total: number; },,src\modules\admin\admin.controller.ts,611
admin,AdminController,POST,/admin/security/reset-password/:userId,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: { tempPassword?: string }",{ success: boolean; message: string; tempPassword: string; },,src\modules\admin\admin.controller.ts,617
admin,AdminController,POST,/admin/security/unlock-account/:userId,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,{ success: boolean; message: string; },,src\modules\admin\admin.controller.ts,631
admin,AdminController,GET,/admin/marketers,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Query: string, @Query: number, @Query: number","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").GetAllMarketersResponseDto",,src\modules\admin\admin.controller.ts,645
admin,AdminController,GET,/admin/marketers/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").GetMarketerDetailsResponseDto",,src\modules\admin\admin.controller.ts,655
admin,AdminController,POST,/admin/marketers,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Body: {
      fullName: string;
      phone: string;
      email?: string;
      territory?: string;
    }","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").CreateMarketerResponseDto",,src\modules\admin\admin.controller.ts,661
admin,AdminController,PATCH,/admin/marketers/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Body: any","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").UpdateMarketerResponseDto",,src\modules\admin\admin.controller.ts,695
admin,AdminController,GET,/admin/marketers/:id/performance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth","@Param: string, @Query: string, @Query: string","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").GetMarketerPerformanceResponseDto",,src\modules\admin\admin.controller.ts,709
admin,AdminController,GET,/admin/marketers/:id/stores,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").GetMarketerStoresResponseDto",,src\modules\admin\admin.controller.ts,722
admin,AdminController,POST,/admin/marketers/:id/activate,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @Auth(AuthType.JWT), [Class] @Roles('admin', 'superadmin'), [Class] @ApiBearerAuth",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/admin/dto/marketer.dto"").ActivateMarketerResponseDto",,src\modules\admin\admin.controller.ts,730
