module,controller,method,path,auth_guard,dto_in,dto_out,statuses,file,line
analytics,AnalyticsController,GET,/analytics/users/cohort,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ cohort: {}; retention: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,274
analytics,AnalyticsController,GET,/analytics/revenue/forecast,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",,{ forecast: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,287
analytics,AnalyticsController,GET,/analytics/revenue/breakdown,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string",,"200, 401",src\modules\analytics\analytics.controller.ts,298
analytics,AnalyticsController,GET,/analytics/advanced/dashboard-overview,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string",{ revenue: { total: number; growth: number; }; orders: { total: number; growth: number; }; users: { total: number; active: number; new: number; }; drivers: { total: number; active: number; }; stores: { total: number; active: number; }; topMetrics: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,314
analytics,AnalyticsController,GET,/analytics/advanced/cohort-analysis-advanced,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ cohorts: never[]; retentionMatrix: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,328
analytics,AnalyticsController,GET,/analytics/advanced/funnel-analysis,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ stages: { name: string; users: number; conversion: number; }[]; },"200, 401",src\modules\analytics\analytics.controller.ts,339
analytics,AnalyticsController,GET,/analytics/advanced/retention,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ period: string; rate: number; byPeriod: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,350
analytics,AnalyticsController,GET,/analytics/advanced/ltv,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",,{ averageLTV: number; bySegment: never[]; trend: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,361
analytics,AnalyticsController,GET,/analytics/advanced/churn-rate,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ period: string; rate: number; byPeriod: never[]; reasons: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,372
analytics,AnalyticsController,GET,/analytics/advanced/geographic-distribution,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,{ byCity: never[]; byRegion: never[]; total: number; },"200, 401",src\modules\analytics\analytics.controller.ts,383
analytics,AnalyticsController,GET,/analytics/advanced/peak-hours,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",,{ byHour: never[]; peakHour: string; byDayOfWeek: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,394
analytics,AnalyticsController,GET,/analytics/advanced/product-performance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string",{ topProducts: never[]; slowMoving: never[]; trending: never[]; },"200, 401",src\modules\analytics\analytics.controller.ts,405
analytics,AnalyticsController,GET,/analytics/advanced/driver-performance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string",{ topDrivers: never[]; averageDeliveryTime: number; completionRate: number; },"200, 401",src\modules\analytics\analytics.controller.ts,419
auth,AuthController,POST,/auth/firebase/login,@Public,@Body: FirebaseAuthDto,{ user: { id: any; fullName: any; aliasName: any; email: any; phone: any; profileImage: any; emailVerified: any; classification: any; role: any; addresses: any; defaultAddressId: any; language: any; theme: any; wallet: any; isActive: any; createdAt: any; updatedAt: any; }; token: { accessToken: string; tokenType: string; expiresIn: string; }; },"201, 400, 401",src\modules\auth\auth.controller.ts,51
auth,AuthController,POST,/auth/consent,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)",@Body: ConsentDto,"{ success: boolean; message: string; data: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user-consent.entity"").UserConsent; }","201, 400, 401",src\modules\auth\auth.controller.ts,64
auth,AuthController,POST,/auth/consent/bulk,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)",@Body: BulkConsentDto,"{ success: boolean; message: string; data: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user-consent.entity"").UserConsent[]; }","201, 400, 401",src\modules\auth\auth.controller.ts,95
auth,AuthController,DELETE,/auth/consent/:type,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)","@Param: ConsentType, @Body: string","{ success: boolean; message: string; data: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user-consent.entity"").UserConsent; }","200, 404, 401",src\modules\auth\auth.controller.ts,125
auth,AuthController,GET,/auth/consent/history,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)",@Query: ConsentType,"{ success: boolean; data: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/entities/user-consent.entity"").UserConsent[]; count: number; }","200, 401",src\modules\auth\auth.controller.ts,153
auth,AuthController,GET,/auth/consent/summary,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)",,{ success: boolean; data: any; },"200, 401",src\modules\auth\auth.controller.ts,174
auth,AuthController,GET,/auth/consent/check/:type,"UnifiedAuthGuard, @Auth(AuthType.FIREBASE)",@Param: ConsentType,"{ success: boolean; data: { consentType: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/auth/dto/consent.dto"").ConsentType; hasActiveConsent: boolean; }; }","200, 404, 401",src\modules\auth\auth.controller.ts,190
auth,AuthController,POST,/auth/forgot,@Public,@Body: ForgotPasswordDto,{ success: boolean; message: string; userMessage: string; },"201, 400, 404",src\modules\auth\auth.controller.ts,217
auth,AuthController,POST,/auth/reset/verify,@Public,@Body: VerifyResetCodeDto,{ success: boolean; message: string; data: { valid: boolean; }; },"200, 400, 404",src\modules\auth\auth.controller.ts,233
auth,AuthController,POST,/auth/reset,@Public,@Body: ResetPasswordDto,{ success: boolean; message: string; userMessage: string; },"200, 400, 404",src\modules\auth\auth.controller.ts,252
auth,AuthController,POST,/auth/verify-otp,@Public,@Body: VerifyOtpDto,{ success: boolean; message: string; data: { verified: boolean; user?: any; token?: any; }; },"200, 400, 404",src\modules\auth\auth.controller.ts,272
cart,CartController,GET,/delivery/cart,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 401",src\modules\cart\cart.controller.ts,38
cart,CartController,GET,/delivery/cart/user/:userId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,47
cart,CartController,GET,/delivery/cart/:cartId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,58
cart,CartController,DELETE,/delivery/cart/:id,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,69
cart,CartController,POST,/delivery/cart/items,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: AddToCartDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","201, 400, 401",src\modules\cart\cart.controller.ts,80
cart,CartController,POST,/delivery/cart/add,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: any,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","201, 400, 401",src\modules\cart\cart.controller.ts,93
cart,CartController,PATCH,/delivery/cart/items/:productId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)","@Param: string, @Body: UpdateCartItemDto","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,117
cart,CartController,PATCH,/delivery/cart/:productId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)","@Param: string, @Body: UpdateCartItemDto","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,133
cart,CartController,DELETE,/delivery/cart/items/:productId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,149
cart,CartController,DELETE,/delivery/cart/:productId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,163
cart,CartController,DELETE,/delivery/cart,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 401",src\modules\cart\cart.controller.ts,177
cart,CartController,PATCH,/delivery/cart/note,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: AddNoteDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,187
cart,CartController,PATCH,/delivery/cart/delivery-address,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: AddDeliveryAddressDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,198
cart,CartController,GET,/delivery/cart/count,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,{ count: number; },"200, 401",src\modules\cart\cart.controller.ts,212
cart,CartController,GET,/delivery/cart/fee,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,{ subtotal: number; deliveryFee: number; total: number; },"200, 401",src\modules\cart\cart.controller.ts,222
cart,CartController,POST,/delivery/cart/merge,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: any,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart","201, 400, 401",src\modules\cart\cart.controller.ts,238
cart,CartController,GET,/delivery/cart/shein,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 401",src\modules\cart\cart.controller.ts,252
cart,CartController,POST,/delivery/cart/shein/items,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: AddToSheinCartDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","201, 400, 401",src\modules\cart\cart.controller.ts,261
cart,CartController,PATCH,/delivery/cart/shein/items/:sheinProductId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)","@Param: string, @Body: UpdateSheinCartItemDto","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,274
cart,CartController,DELETE,/delivery/cart/shein/items/:sheinProductId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 404, 401",src\modules\cart\cart.controller.ts,294
cart,CartController,DELETE,/delivery/cart/shein,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 404, 401",src\modules\cart\cart.controller.ts,308
cart,CartController,PATCH,/delivery/cart/shein/shipping,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: UpdateSheinShippingDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,318
cart,CartController,PATCH,/delivery/cart/shein/note,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",@Body: AddNoteDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCart","200, 404, 400, 401",src\modules\cart\cart.controller.ts,332
cart,CartController,GET,/delivery/cart/combined,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"{ regularCart: { items: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").CartItem[]; total: number; itemsCount: number; }; sheinCart: { items: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/shein-cart.entity"").SheinCartItem[]; subtotal: number; shipping: number; serviceFee: number; total: number; itemsCount: number; }; grandTotal: number; }","200, 401",src\modules\cart\cart.controller.ts,348
cart,CartController,DELETE,/delivery/cart/combined/clear-all,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,{ message: string; },"200, 404, 401",src\modules\cart\cart.controller.ts,383
cart,CartController,GET,/delivery/cart/abandoned,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)",,"(import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/cart/entities/cart.entity"").Cart & Required<{ _id: unknown; }> & { __v: number; })[]","200, 401",src\modules\cart\cart.controller.ts,399
cart,CartController,DELETE,/delivery/cart/:cartId/items/:productId,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)","@Param: string, @Param: string",{ success: boolean; message: string; },"200, 404, 401",src\modules\cart\cart.controller.ts,414
cart,CartController,POST,/delivery/cart/:cartId/retarget/push,"[Class] @ApiBearerAuth, @Auth(AuthType.FIREBASE)","@Param: string, @Body: any",{ success: boolean; message: string; },"201, 400, 401",src\modules\cart\cart.controller.ts,437
content,ContentController,GET,/content/banners,,@Query: string,any[],"200, 401",src\modules\content\content.controller.ts,35
content,ContentController,POST,/content/banners/:id/click,,@Param: string,{ message: string; },"201, 400, 401",src\modules\content\content.controller.ts,43
content,ContentController,POST,/content/banners,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateBannerDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/banner.entity"").Banner","201, 400, 401",src\modules\content\content.controller.ts,54
content,ContentController,GET,/content/admin/banners,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",,any[],"200, 401",src\modules\content\content.controller.ts,69
content,ContentController,PATCH,/content/banners/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: UpdateBannerDto","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/banner.entity"").Banner","200, 404, 400, 401",src\modules\content\content.controller.ts,80
content,ContentController,DELETE,/content/banners/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,{ message: string; },"200, 404, 401",src\modules\content\content.controller.ts,94
content,ContentController,GET,/content/stores/:storeId/sections,,@Param: string,any[],"200, 404, 401",src\modules\content\content.controller.ts,110
content,ContentController,POST,/content/sections,@Auth(AuthType.VENDOR_JWT),@Body: CreateStoreSectionDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/store-section.entity"").StoreSection","201, 400, 401",src\modules\content\content.controller.ts,120
content,ContentController,PATCH,/content/sections/:id,@Auth(AuthType.VENDOR_JWT),"@Param: string, @Body: UpdateStoreSectionDto","import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/store-section.entity"").StoreSection","200, 404, 400, 401",src\modules\content\content.controller.ts,131
content,ContentController,DELETE,/content/sections/:id,@Auth(AuthType.VENDOR_JWT),@Param: string,{ message: string; },"200, 404, 401",src\modules\content\content.controller.ts,147
content,ContentController,GET,/content/subscription-plans,,,any[],"200, 401",src\modules\content\content.controller.ts,162
content,ContentController,POST,/content/subscription-plans,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateSubscriptionPlanDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/subscription.entity"").SubscriptionPlan","201, 400, 401",src\modules\content\content.controller.ts,170
content,ContentController,POST,/content/subscribe,@Auth(AuthType.FIREBASE),@Body: SubscribeDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/subscription.entity"").UserSubscription","201, 400, 401",src\modules\content\content.controller.ts,182
content,ContentController,GET,/content/my-subscription,@Auth(AuthType.FIREBASE),,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/subscription.entity"").UserSubscription | null","200, 401",src\modules\content\content.controller.ts,196
content,ContentController,PATCH,/content/my-subscription/cancel,@Auth(AuthType.FIREBASE),@Body: { reason: string },"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/subscription.entity"").UserSubscription","200, 404, 400, 401",src\modules\content\content.controller.ts,206
content,ContentController,GET,/content/pages,,@Query: string,"(import(""mongoose"").FlattenMaps<import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/banner.entity"").Banner> & Required<{ _id: import(""mongoose"").FlattenMaps<unknown>; }> & { __v: number; })[]","200, 401",src\modules\content\content.controller.ts,224
content,ContentController,GET,/content/pages/:slug,,@Param: string,"import(""mongoose"").Document<unknown, {}, import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/banner.entity"").Banner, {}, {}> & import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/content/entities/banner.entity"").Banner & Required<{ _id: unknown; }> & { __v: number; }","200, 404, 401",src\modules\content\content.controller.ts,232
content,ContentController,POST,/content/admin/pages,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: any,{ success: boolean; message: string; page: unknown; },"201, 400, 401",src\modules\content\content.controller.ts,242
content,ContentController,PATCH,/content/admin/pages/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: any",{ success: boolean; message: string; },"200, 404, 400, 401",src\modules\content\content.controller.ts,255
content,ContentController,GET,/content/app-settings,,,{ maintenanceMode: boolean; allowRegistration: boolean; minAppVersion: string; forceUpdate: boolean; supportWhatsapp: string; supportEmail: string; socialMedia: { twitter: string; instagram: string; facebook: string; }; },"200, 401",src\modules\content\content.controller.ts,271
content,ContentController,PATCH,/content/admin/app-settings,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: any,{ success: boolean; message: string; settings: unknown; },"200, 404, 400, 401",src\modules\content\content.controller.ts,279
content,ContentController,GET,/content/faqs,,@Query: string,{ data: { question: string; answer: string; category: string; order: number; }[]; },"200, 401",src\modules\content\content.controller.ts,298
content,ContentController,POST,/content/admin/faqs,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: any,{ success: boolean; message: string; faq: unknown; },"201, 400, 401",src\modules\content\content.controller.ts,306
content,ContentController,PATCH,/content/admin/faqs/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: any",{ success: boolean; message: string; },"200, 404, 400, 401",src\modules\content\content.controller.ts,319
content,ContentController,DELETE,/content/admin/faqs/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,{ success: boolean; message: string; },"200, 404, 401",src\modules\content\content.controller.ts,333
driver,DriverController,POST,/drivers,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateDriverDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","201, 400, 401",src\modules\driver\driver.controller.ts,32
driver,DriverController,GET,/drivers/available,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Query: CursorPaginationDto,"{ data: import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver[]; pagination: { nextCursor: string | null; hasMore: boolean; limit: number; }; }","200, 401",src\modules\driver\driver.controller.ts,43
driver,DriverController,GET,/drivers/:id,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT)",@Param: string,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","200, 404, 401",src\modules\driver\driver.controller.ts,52
driver,DriverController,PATCH,/drivers/location,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",@Body: UpdateLocationDto,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","200, 404, 400, 401",src\modules\driver\driver.controller.ts,63
driver,DriverController,PATCH,/drivers/availability,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",@Body: boolean,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","200, 404, 400, 401",src\modules\driver\driver.controller.ts,78
driver,DriverController,GET,/drivers/profile,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","200, 401",src\modules\driver\driver.controller.ts,96
driver,DriverController,PATCH,/drivers/profile,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",@Body: any,"import(""C:/Users/Administrator/Desktop/bthwani_git/backend-nest/src/modules/driver/entities/driver.entity"").Driver","200, 404, 400, 401",src\modules\driver\driver.controller.ts,106
driver,DriverController,GET,/drivers/earnings,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')","@Query: string, @Query: string",{ totalEarnings: number; ordersCount: number; averagePerOrder: number; },"200, 401",src\modules\driver\driver.controller.ts,121
driver,DriverController,GET,/drivers/earnings/daily,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ earnings: number; ordersCount: number; },"200, 401",src\modules\driver\driver.controller.ts,135
driver,DriverController,GET,/drivers/earnings/weekly,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ earnings: number; ordersCount: number; },"200, 401",src\modules\driver\driver.controller.ts,145
driver,DriverController,GET,/drivers/statistics,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ totalOrders: number; completedOrders: number; cancelledOrders: number; totalEarnings: number; averageRating: number; },"200, 401",src\modules\driver\driver.controller.ts,157
driver,DriverController,POST,/drivers/documents/upload,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')","@Body: {
      type: string;
      fileUrl: string;
      expiryDate?: string;
    }",{ success: boolean; message: string; },"201, 400, 401",src\modules\driver\driver.controller.ts,169
driver,DriverController,GET,/drivers/documents,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ documents: unknown[]; },"200, 401",src\modules\driver\driver.controller.ts,189
driver,DriverController,GET,/drivers/:driverId/documents,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,{ documents: unknown[]; },"200, 404, 401",src\modules\driver\driver.controller.ts,199
driver,DriverController,POST,/drivers/:driverId/documents/:docId/verify,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Param: string, @Body: { verified: boolean; notes?: string }",{ message: string; driverId: string; docId: string; verified: boolean; adminId: string; },"201, 400, 401",src\modules\driver\driver.controller.ts,211
driver,DriverController,POST,/drivers/vacations/request,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')","@Body: {
      startDate: string;
      endDate: string;
      type: string;
      reason?: string;
    }",{ success: boolean; message: string; requestId: string; },"201, 400, 401",src\modules\driver\driver.controller.ts,232
driver,DriverController,GET,/drivers/vacations/my,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ data: never[]; },"200, 401",src\modules\driver\driver.controller.ts,253
driver,DriverController,PATCH,/drivers/vacations/:id/cancel,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",@Param: string,{ success: boolean; message: string; },"200, 404, 400, 401",src\modules\driver\driver.controller.ts,263
driver,DriverController,GET,/drivers/vacations/balance,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ annual: number; sick: number; used: number; remaining: number; },"200, 401",src\modules\driver\driver.controller.ts,279
driver,DriverController,GET,/drivers/vacations/policy,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ annualLeave: number; sickLeave: number; emergencyLeave: number; rules: string; },"200, 401",src\modules\driver\driver.controller.ts,289
driver,DriverController,GET,/drivers/orders/available,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",,{ data: never[]; },"200, 401",src\modules\driver\driver.controller.ts,304
driver,DriverController,POST,/drivers/orders/:id/accept,"[Class] UnifiedAuthGuard, [Class] RolesGuard, [Class] @ApiBearerAuth, @Auth(AuthType.JWT), @Roles('driver')",@Param: string,{ success: boolean; message: string; },"201, 400, 401",src\modules\driver\driver.controller.ts,314
